Razón social;Nombre de establecimiento;ID establecimiento (VU);CIIU4;Rubro RETC;Ducto;Tipo de Contaminante;Emisión (toneladas);Año;Norma;Región;Provincia;Comuna;Huso;Coordenada norte;Coordenada este
CERMAQ CHILE S.A.;PISCICULTURA TRAFÚN;5032439;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;749;Cloruros;1419,867868;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;San Pablo;18.0;5524572.0;668627.0
CERMAQ CHILE S.A.;PISCICULTURA ESPERANZA;5402337;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;558;Cloruros;1387,176955;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Purranque;18.0;5469789.0;654450.0
E.CL S.A.;CENTRAL TÉRMICA MEJILLONES;5441785;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;54;Sólidos suspendidos totales;1373,6448;2017;DS90/2000 del MINSEGPRES;Antofagasta;Antofagasta;Mejillones;19.0;7445882.0;355392.0
SOCIEDAD ELECTRICA SANTIAGO SPA;RENCA NUEVA RENCA;9778;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;330;Sulfatos;1366,181997;2017;DS90/2000 del MINSEGPRES;Metropolitana;Santiago;Renca;19.0;6301246.0;343113.0
PISCICULTURA Y ACUICOLA AQUAPROTEC S.A.;CENTRO TRAFUN;5452369;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;704;Cloruros;1334,068942;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Los Lagos;18.0;5571786.0;712325.0
CELULOSA ARAUCO Y CONSTITUCION S A;NUEVA ALDEA;85017;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;175;Sulfatos;1333,961132;2017;DS90/2000 del MINSEGPRES;Biobío;Ñuble;Ránquil;18.0;5939876.0;725958.0
AES GENER S A;CENTRAL TERMOELÉCTRICA NUEVA TOCOPILLA;5441369;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;68;Aceites y grasas;1279,606575;2017;DS90/2000 del MINSEGPRES;Antofagasta;Tocopilla;Tocopilla;19.0;7556098.0;375154.0
SALMONES CHAICAS S.A.;PISCICULTURA CHAICAS;246012;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;536;Cloruros;1276,610448;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Montt;18.0;5384780.0;695084.0
CORPESCA S A;PLANTA MEJILLONES;99599;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;48;Sulfatos;1199,8404;2017;DS90/2000 del MINSEGPRES;Antofagasta;Antofagasta;Mejillones;19.0;7445442.0;353949.0
RIBBA;PISCICULTURA LONCOTRARO;322380;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;466;Sulfatos;1199,172228;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Villarrica;18.0;5645191.0;754385.0
ECO SALMON S.A.;PISCICULTURA RIO BUENO;5464957;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;830;Cloruros;1190,369798;2017;DS90/2000 del MINSEGPRES;Los Ríos;Ranco;Río Bueno;18.0;5539483.0;696091.0
SALMONES ANTARTICA S A;PISCICULTURA EL CANELO;5452151;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;496;Cloruros;1172,040991;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Melipeuco;19.0;5696439.0;257654.0
AES GENER S A;CENTRAL TERMOELÉCTRICA NUEVA TOCOPILLA;5441369;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;68;Hidrocarburos totales;1150,148367;2017;DS90/2000 del MINSEGPRES;Antofagasta;Tocopilla;Tocopilla;19.0;7556098.0;375154.0
EMPRESA DE SERVICIOS SANITARIOS DE LOS LAGOS S.A;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, QUELLON;4587407;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Suministro y tratamiento de aguas;26-96579800-10208-24;Cloruros;1139,185121;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Quellón;18.0;5225675.0;613685.0
CMPC TISSUE S A;PLANTA TISSUE TALAGANTE;9898;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;817;Sulfatos;1127,944448;2017;DS90/2000 del MINSEGPRES;Metropolitana;Talagante;Talagante;19.0;6269327.0;320797.0
CMPC CELULOSA S A;CMPC CELULOSA PLANTA LAJA;3216;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;452;Sulfatos;1105,46176;2017;DS90/2000 del MINSEGPRES;Biobío;Biobío;Laja;18.0;5870977.0;702788.0
ENAP REFINERIAS S A;REFINERIA BIO BIO;78632;FABRICACIÓN DE PRODUCTOS DE REFINACIÓN DE PETRÓLEO;Combustibles;443;Sulfatos;1104,427896;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Hualpén;18.0;5928381.0;668044.0
PISCICULTURA LAS QUEMAS CHILE S.A.;PISCICULTURA LAS QUEMAS;5452028;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;537;Cloruros;1089,746291;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Osorno;18.0;5498489.0;655817.0
AQUASMOLT LIMITADA;PISCICULTURA MATANZA;244540;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;471;Cloruros;1066,082081;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Melipeuco;19.0;5697270.0;263036.0
AES GENER S A;CENTRAL TERMOELÉCTRICA NUEVA TOCOPILLA;5441369;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;68;Hidrocarburos fijos;1061,426327;2017;DS90/2000 del MINSEGPRES;Antofagasta;Tocopilla;Tocopilla;19.0;7556098.0;375154.0
GLACIARES PACIFICOS S.A.;PISCICULTURA CUYAMCO;5459645;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Comercio;826;Cloruros;1052,258524;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Varas;18.0;5418510.0;728082.0
ENEL GENERACION CHILE S.A.;SAN ISIDRO 2;1211027;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;848;Sulfatos;1045,548024;2017;DS90/2000 del MINSEGPRES;Valparaíso;Quillota;Quillota;19.0;6353313.0;283436.0
UNILEVER CHILE SCC LIMITADA;UNILEVER CHILE S.A. (2);11557;FABRICACIONES DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR Y PULIR, PERFUMES Y PREPARADOS DE TOCADOR;Industria manufacturera;312;Sólidos suspendidos totales;1029,782962;2017;DS90/2000 del MINSEGPRES;Metropolitana;Santiago;Quinta Normal;19.0;6300197.0;343572.0
LANDCATCH CHILE S.A.;PISCICULTURA KETRUN RAYEN;5442195;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;842;Cloruros;981,1299219;2017;DS90/2000 del MINSEGPRES;Biobío;Biobío;Los Angeles;18.0;5834572.0;635690.0
SALMONES DEL MAULE S.A.;LA SUIZA;5465583;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;857;Cloruros;968,4479263;2017;DS90/2000 del MINSEGPRES;Maule;Talca;San Clemente;19.0;6064611.0;274310.0
LANDCATCH CHILE S.A.;PISCICULTURA LAS VERTIENTES;5442198;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;841;Cloruros;963,6225485;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Cunco;18.0;5683285.0;757009.0
CELULOSA ARAUCO Y CONSTITUCION S A;PLANTA ARAUCO;2397;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;178;Sulfatos;959,645918;2017;DS90/2000 del MINSEGPRES;Biobío;Arauco;Arauco;18.0;5880775.0;657571.0
SALMONES MAULLIN LIMITADA;PISCICULTURA RIO MAULLIN;5452523;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;554;Cloruros;949,3031088;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Varas;18.0;5423409.0;664748.0
GNL QUINTERO SA;TERMINAL MARITIMO GNL QUINTERO;5441802;"FABRICACIÓN DE GAS; DISTRIBUCIÓN DE COMBUSTIBLES GASEOSOS POR TUBERÍAS";Combustibles;76;Aceites y grasas;916,6608;2017;DS90/2000 del MINSEGPRES;Valparaíso;Valparaíso;Quintero;19.0;6370966.0;266673.0
INDUSTRIAS ISLA QUIHUA S A;INDUSTRIAS ISLA QUIHUA SA;7047;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;185;Sulfatos;905,2460102;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Lota;18.0;5892911.0;663754.0
SALMONES MULTIEXPORT S.A.;PISCICULTURA RIO NEGRO;5452181;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;580;Cloruros;902,4467335;2017;DS90/2000 del MINSEGPRES;Los Lagos;Palena;Hualaihué;18.0;5350754.0;709339.0
AES GENER S A;CENTRAL TERMOELÉCTRICA VENTANAS UNIDADES 1 Y 2;85823;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;84;Sólidos suspendidos totales;897,405696;2017;DS90/2000 del MINSEGPRES;Valparaíso;Valparaíso;Puchuncaví;19.0;6373424.0;267718.0
CMPC CELULOSA S A;CMPC  CELULOSA PLANTA SANTA FE;3522;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;453;Cloruros;895,6406835;2017;DS90/2000 del MINSEGPRES;Biobío;Biobío;Nacimiento;18.0;5845494.0;707640.0
PISCICULTURA NILAHUE S A;PISCICULTURA NILAHUE;5453624;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;797;Sólidos suspendidos totales;888,36341;2017;DS90/2000 del MINSEGPRES;Los Ríos;Ranco;Lago Ranco;18.0;5524692.0;747726.0
PABLO MASSOUD L Y COMPANIA LIMITADA;PABLO MASSOUD & CIA. LTDA.;9575;PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS;Industria agropecuaria y silvicultura;301;Sólidos suspendidos totales;870,2904458;2017;DS90/2000 del MINSEGPRES;Metropolitana;Melipilla;Melipilla;19.0;6267774.0;294592.0
AES GENER S A;CENTRAL TERMOELÉCTRICA NUEVA TOCOPILLA;5441369;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;68;Nitrógeno Total Kjeldahl;860,1638265;2017;DS90/2000 del MINSEGPRES;Antofagasta;Tocopilla;Tocopilla;19.0;7556098.0;375154.0
AGUAS ANDINAS S A;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS TALAGANTE;244520;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Suministro y tratamiento de aguas;1541-61808000-13601-434;Nitrógeno Total Kjeldahl;858,8998905;2017;DS90/2000 del MINSEGPRES;Metropolitana;Talagante;Talagante;19.0;6270443.0;317055.0
CIA PESQUERA CAMANCHACA S A;CAMANCHACA PESCA NORTE;5441767;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;37;Sulfatos;853,921728;2017;DS90/2000 del MINSEGPRES;Tarapacá;Iquique;Iquique;19.0;7765629.0;378881.0
PESQUERA BAHIA CALDERA S A;PESQUERA BAHIA CALDERA SA;5441772;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;40;Cloruros;853,590276;2017;DS90/2000 del MINSEGPRES;Atacama;Copiapó;Caldera;19.0;7006516.0;320792.0
SALMONES CAMANCHACA S A;RÍO PETROHUE;5453549;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;534;Cloruros;838,011614;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Varas;18.0;5431946.0;711333.0
COMPANIA ELECTRICA TARAPACA S A;CENTRAL SAN ISIDRO I;5462275;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;847;Sulfatos;832,9729034;2017;DS90/2000 del MINSEGPRES;Valparaíso;Quillota;Quillota;19.0;6353373.0;283427.0
COOKE AQUACULTURE CHILE SA;PISCICULTURA LOS RIOS 90149;5464274;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;850;Aceites y grasas;832,4807568;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Villarrica;18.0;5650812.0;736801.0
CERMAQ CHILE S.A.;PISCICULTURA LIQUIÑE;4585666;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;748;Sulfatos;824,6056896;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Panguipulli;18.0;5608404.0;728549.0
CORP NACIONAL DEL COBRE DE CHILE;CODELCO CHILE DIVISION EL TENIENTE ALHUE;4590502;EXTRACCIÓN DE COBRE.;Extracción de minerales;238;Sólidos suspendidos totales;810,002358;2017;DS80/2006 del MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA;Metropolitana;Melipilla;Alhué;19.0;6225415.0;298049.0
SALMONES ANTARTICA S A;SALMONES ANTÁRTICA S.A.;5441862;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;138;Cloruros;780,53305;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Chonchi;18.0;4722167.0;396959.0
AGUAS DECIMA S A;PTAP LLANCAHUE;4587566;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Suministro y tratamiento de aguas;1-96703230-10501-364;Nitrógeno Total Kjeldahl;776,8434657;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Valdivia;18.0;5586638.0;655803.0
PISCICOLA ENTRE RIOS LIMITADA;CENTRO PULLINQUE;244934;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;786;Aceites y grasas;696,0426704;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Panguipulli;18.0;5612989.0;738567.0
CMPC CELULOSA S A;CMPC PULP SA PLANTA PACIFICO;322488;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;502;Sulfatos;685,200978;2017;DS90/2000 del MINSEGPRES;Araucanía;Malleco;Collipulli;18.0;5814341.0;721997.0
ACUICOLA, INMOBILIARIA E INVERSIONES ARAUCANIA LIMITADA;PISCICULTURA LLAIMA CHERQUEN;4591600;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;654;Cloruros;684,874796;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Melipeuco;19.0;5692897.0;255905.0
PISCICULTURA LAS QUEMAS CHILE S.A.;PISCICULTURA LAS QUEMAS;5452028;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;537;Sólidos suspendidos totales;682,3180386;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Osorno;18.0;5498489.0;655817.0
ENAP REFINERIAS S A;REFINERIA BIO BIO;78632;FABRICACIÓN DE PRODUCTOS DE REFINACIÓN DE PETRÓLEO;Combustibles;443;Aceites y grasas;681,984534;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Hualpén;18.0;5928381.0;668044.0
TRUSAL S A;PISCICULTURA LA TABLILLA;1523076;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;602;Cloruros;679,4952032;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Varas;18.0;5413334.0;722961.0
PISCICULTURA LAS QUEMAS CHILE S.A.;PISCICULTURA LAS QUEMAS;5452028;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;537;Aceites y grasas;678,8984664;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Osorno;18.0;5498489.0;655817.0
SUR INVERSIONES SOCIEDAD ANONIMA;PISCICULTURA KUDIÑAM;5467521;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;863;Cloruros;675,989919;2017;DS90/2000 del MINSEGPRES;Biobío;Biobío;Los Angeles;18.0;5858729.0;758010.0
AGUAS ANDINAS S A;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS MAPOCHO TREBAL;5305;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Suministro y tratamiento de aguas;642-61808000-13604-80;Fósforo Total;670,3939511;2017;DS90/2000 del MINSEGPRES;Metropolitana;Talagante;Padre Hurtado;19.0;6287232.0;329574.0
CELULOSA ARAUCO Y CONSTITUCION S A;NUEVA ALDEA;85017;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;445;Cloruros;666,5912572;2017;DS90/2000 del MINSEGPRES;Biobío;Ñuble;Ránquil;18.0;5939876.0;725958.0
ALGINATOS CHILE SA;KIMICA CHILE LTDA;4592237;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Otras actividades;303;Sulfatos;663,043964;2017;DS90/2000 del MINSEGPRES;Metropolitana;Maipo;Paine;19.0;6256774.0;337377.0
AGUAS ANDINAS S A;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS MAPOCHO TREBAL;5305;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Suministro y tratamiento de aguas;642-61808000-13604-80;Aceites y grasas;638,1424495;2017;DS90/2000 del MINSEGPRES;Metropolitana;Talagante;Padre Hurtado;19.0;6287232.0;329574.0
AGUAS DECIMA S A;PTAP LLANCAHUE;4587566;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Suministro y tratamiento de aguas;1-96703230-10501-364;Sólidos suspendidos totales;629,035759;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Valdivia;18.0;5586638.0;655803.0
CERMAQ CHILE S.A.;PISCICULTURA COIPUE;67344;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;751;Cloruros;617,5639107;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Freire;18.0;5671979.0;718943.0
SALMONES HUMBOLDT SPA;PISCICULTURA SANTA JUANA;5452248;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;867;Cloruros;608,3163295;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Osorno;18.0;5486112.0;671389.0
CORP NACIONAL DEL COBRE DE CHILE;DIVISION ANDINA PLANTA PRODUCTOS COMERCIALES Y SALADILLO;152;EXTRACCIÓN DE COBRE.;Extracción de minerales;687;Cloruros;602,8391373;2017;DS90/2000 del MINSEGPRES;Valparaíso;Los Andes;Los Andes;19.0;6356170.0;379645.0
HENDRIX GENETICS AQUACULTURE SA;PISCICULTURA CATRIPULLI;4586424;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Industria agropecuaria y silvicultura;504;Cloruros;592,5219531;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Curarrehue;19.0;5636500.0;269166.0
CELULOSA ARAUCO Y CONSTITUCION S A;NUEVA ALDEA;85017;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;175;Cloruros;570,9944328;2017;DS90/2000 del MINSEGPRES;Biobío;Ñuble;Ránquil;18.0;5939876.0;725958.0
PISCICOLA ENTRE RIOS LIMITADA;CENTRO HUITE;5470113;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;912;Aceites y grasas;570,677184;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Los Lagos;18.0;5571244.0;699800.0
CORP NACIONAL DEL COBRE DE CHILE;CODELCO CHILE DIVISION EL TENIENTE ALHUE;4590502;EXTRACCIÓN DE COBRE.;Extracción de minerales;238;Hidrocarburos fijos;568,84267;2017;DS80/2006 del MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA;Metropolitana;Melipilla;Alhué;19.0;6225415.0;298049.0
ENAP REFINERIAS S A;REFINERIA BIO BIO;78632;FABRICACIÓN DE PRODUCTOS DE REFINACIÓN DE PETRÓLEO;Combustibles;443;Sólidos suspendidos totales;564,448742;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Hualpén;18.0;5928381.0;668044.0
FRIGORIFICO DE OSORNO S A;FRIGORIFICO DE OSORNO S.A;796;PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS;Producción de alimentos;597;Cloruros;556,6031195;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Osorno;18.0;5506028.0;656820.0
GUACOLDA ENERGIA S.A;GUACOLDA;6638;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;21;Nitrógeno Total Kjeldahl;556,4992528;2017;DS90/2000 del MINSEGPRES;Atacama;Huasco;Huasco;19.0;6848815.0;279279.0
CARTULINAS CMPC S A;CARTULINAS CMPC PLANTA VALDIVIA;5441936;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;213;Sulfatos;554,3384;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Valdivia;18.0;5593882.0;654550.0
COMPANIA ELECTRICA TARAPACA S A;COMPANIA ELECTRICA TARAPACA S A.;5441768;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;217;Nitrógeno Total Kjeldahl;545,40816;2017;DS90/2000 del MINSEGPRES;Tarapacá;Iquique;Iquique;19.0;7698915.0;375795.0
E.CL S.A.;CENTRAL TERMICA TOCOPILLA;5441787;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;57;Nitrógeno Total Kjeldahl;545,27616;2017;DS90/2000 del MINSEGPRES;Antofagasta;Tocopilla;Tocopilla;19.0;7556040.0;374777.0
COMPLEJO INDUSTRIAL MOLYNOR SA;COMLEJO INDUSTRIAL MOLYNOR;1031669;FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.;Producción de metal;166;Cloruros;541,9124163;2017;DS90/2000 del MINSEGPRES;Antofagasta;Antofagasta;Mejillones;19.0;7449142.0;359230.0
ACONCAGUA FOODS S.A.;ACONCAGUA FOODS S.A;4587176;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Industria agropecuaria y silvicultura;290;Sulfatos;535,369274;2017;DS90/2000 del MINSEGPRES;Metropolitana;Maipo;Buin;19.0;6265909.0;339656.0
PISCICOLA ENTRE RIOS LIMITADA;CENTRO PUCARA;322513;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;911;Cloruros;516,5997672;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Los Lagos;18.0;5577708.0;708508.0
CMPC TISSUE S A;PLANTA TISSUE TALAGANTE;9898;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;817;Cloruros;515,3935845;2017;DS90/2000 del MINSEGPRES;Metropolitana;Talagante;Talagante;19.0;6269327.0;320797.0
LANDCATCH CHILE S.A.;PISCICULTURA LAS VERTIENTES;5442198;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;841;Sólidos suspendidos totales;511,54521;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Cunco;18.0;5683285.0;757009.0
PISICULTURA PUERTO OCTAY S A;AGUAS BUENAS;5452027;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;614;Sólidos suspendidos totales;509,924118;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Puerto Octay;18.0;5461467.0;702906.0
